algorithm,RQ,experiment_id,iteration,no_datapoints,no_features,preprocessing_energy(J),preprocessing_time(s),train_energy(J),train_time(s),predict_energy(J),predict_time(s),datatype,accuracy,precision,recall,f1
KNN,2.1,62,7,3119,8169,0.010025559,1.443129778,0.008608164,1.443042994,0.153746843,1.660322666,float64,0.912556054,0.711409396,0.588888889,0.6443769
KNN,2.2,72,26,3900,1633,0.019859893,1.48389411,0.010544479,1.440135956,0.309709438,1.748838902,float64,0.868421053,1,0.017857143,0.035087719
Bagging Classifier,2.2,137,9,3900,5718,0.026386884,1.473351955,0.507134919,2.046994925,0.058995402,1.512013674,float64,0.964712919,0.914572864,0.8125,0.860520095
Random Forest,2.2,99,22,3900,7352,0.02532944,1.454552889,1.938689842,3.261533022,0.094007495,1.555460215,float64,0.979066986,0.989637306,0.852678571,0.916067146
KNN,2.1,68,29,779,8169,0.007627338,1.470248938,0.004804272,1.451880932,0.031799281,1.45996213,float64,0.898507463,0.657142857,0.511111111,0.575
AdaBoost,2.2,116,19,3900,4901,0.01774518,1.472258806,0.386352498,2.009815216,0.082445743,1.511335135,float64,0.969497608,0.913875598,0.852678571,0.88221709
Random Forest,2.1,89,2,389,8169,0.009898751,1.45995903,0.15099771,1.630561829,0.023569717,1.466197968,float64,0.928571429,1,0.47826087,0.647058824
AdaBoost,2.1,104,6,2340,8169,0.010040504,1.457597971,0.428716311,1.953141928,0.073716418,1.482215166,float64,0.953140578,0.865546218,0.768656716,0.814229249
KNN,2.1,68,28,779,8169,0.00627628,1.460289717,0.00453385,1.454513073,0.032897385,1.473489046,float64,0.898507463,0.657142857,0.511111111,0.575
Bagging Classifier,2.2,137,23,3900,5718,0.029988604,1.470473051,0.611194224,2.011104107,0.065825137,1.512411118,float64,0.966507177,0.92,0.821428571,0.867924528
SVM,2.1,7,17,1169,8169,0.008284804,1.442937136,0.045239607,1.509558916,0.041210058,1.484394073,float64,0.832669323,0.437956204,0.895522388,0.588235294
AdaBoost,2.1,105,0,1950,8169,0.006583919,1.458688974,0.264265574,1.870321274,0.04165944,1.50242734,float64,0.965311005,0.887850467,0.848214286,0.867579909
Decision Tree,2.1,25,22,1950,8169,0.009785108,1.484795094,0.042681036,1.487183094,0.036686347,1.474296093,float64,0.954545455,0.87755102,0.767857143,0.819047619
Bagging Classifier,2.1,130,25,3900,8169,0.000910515,1.429395914,0.599839379,2.162578106,0.054960483,1.503148079,float64,0.967105263,0.912195122,0.834821429,0.871794872
Bagging Classifier,2.1,127,8,1169,8169,0.216604243,1.413954973,1.097484166,1.590920925,0.168619922,1.447045803,float64,0.952191235,0.86440678,0.76119403,0.80952381
Decision Tree,2.2,36,18,3900,4901,0.025367839,1.476680994,0.092070176,1.572613955,0.056224988,1.505910158,float64,0.961124402,0.880382775,0.821428571,0.849884527
Decision Tree,2.2,39,24,3900,7352,0.025231879,1.461275101,0.156615619,1.57277298,0.082938126,1.492112875,float64,0.961124402,0.859728507,0.848214286,0.853932584
SVM,2.2,12,19,3900,1633,0.037020037,1.445047855,0.487728654,1.715225935,0.214636734,1.616945982,float64,0.828349282,0.431965443,0.892857143,0.58224163
KNN,2.2,74,18,3900,3268,0.02522459,1.461745977,0.013073659,1.464524031,0.287027276,1.729999781,float64,0.868421053,1,0.017857143,0.035087719
KNN,2.1,66,19,1559,8169,0.010377681,1.456593275,0.005671292,1.450232983,0.08370113,1.518533945,float64,0.917787743,0.733333333,0.611111111,0.666666667
KNN,2.1,65,29,1950,8169,0,1.451676846,0.00610888,1.464072227,0.097174345,1.556186914,float64,0.898325359,0.658823529,0.5,0.568527919
Random Forest,2.2,94,1,3900,3268,0.024964804,1.484378099,1.316518961,2.690675974,0.117765948,1.549695969,float64,0.976674641,0.984293194,0.839285714,0.906024096
Random Forest,2.2,91,16,3900,817,0.016870737,1.467559099,0.38933603,2.043561935,0.086258799,1.522997618,float64,0.976076555,0.979166667,0.839285714,0.903846154
Decision Tree,2.2,33,22,3900,2451,0.024232787,1.476917028,0.085622809,1.516475916,0.058140185,1.505583048,float64,0.965311005,0.899038462,0.834821429,0.865740741
Random Forest,2.1,87,28,1169,8169,0.006040327,1.452626944,0.367119421,1.890974998,0.043964522,1.469964981,float64,0.958167331,1,0.686567164,0.814159292
Random Forest,2.2,100,28,3900,8169,0.000807641,1.444612026,1.621099181,3.418359995,0.094565559,1.550964832,float64,0.980263158,0.994818653,0.857142857,0.920863309
Decision Tree,2.1,29,8,389,8169,0.006779007,1.449277878,0.009460424,1.460569143,0.024140967,1.470880985,float64,0.892857143,0.647058824,0.47826087,0.55
Decision Tree,2.1,30,12,3900,8169,0.001064894,1.422823906,0.117093955,1.584202051,0.052443031,1.494218111,float64,0.961722488,0.86036036,0.852678571,0.856502242
Bagging Classifier,2.2,139,25,3900,7352,0.027537945,1.474459171,0.547682393,2.085334063,0.054107536,1.527139902,float64,0.961722488,0.892156863,0.8125,0.85046729
Bagging Classifier,2.2,138,21,3900,6535,0.024943027,1.47893405,0.600261697,2.069365978,0.058739261,1.506643057,float64,0.966507177,0.92,0.821428571,0.867924528
SVM,2.2,13,1,3900,2451,0.025969312,1.452897072,0.399137048,1.846069098,0.188482251,1.617079973,float64,0.828349282,0.431965443,0.892857143,0.58224163
Random Forest,2.2,95,6,3900,4084,0.082316287,1.442568064,2.285721977,2.837243795,0.203207323,1.547456026,float64,0.976076555,0.979166667,0.839285714,0.903846154
Bagging Classifier,2.1,125,23,1950,8169,0.011500868,1.446056843,0.242651707,1.699669123,0.030716922,1.480671883,float64,0.953349282,0.91954023,0.714285714,0.804020101
SVM,2.1,1,11,3509,8169,0.010761872,1.441306829,0.380613813,1.953297377,0.189073133,1.676154137,float64,0.804651163,0.398678414,0.896039604,0.551829268
Random Forest,2.1,82,16,3119,8169,0.010985449,1.465125799,1.497131147,2.918357134,0.112150914,1.503087044,float64,0.976831091,1,0.827777778,0.905775076
SVM,2.1,4,2,2340,8169,0.006634151,1.450996876,0.195295305,1.681284189,0.100723282,1.568631649,float64,0.80558325,0.395904437,0.865671642,0.543325527
Random Forest,2.1,89,26,389,8169,0.01585195,1.469167233,0.153045782,1.657495022,0.026863457,1.451336145,float64,0.922619048,1,0.434782609,0.606060606
KNN,2.2,71,0,3900,817,0.030805902,1.470984936,0.011616684,1.444001675,0.389126828,1.73352313,float64,0.867822967,1,0.013392857,0.026431718
Bagging Classifier,2.1,123,14,2730,8169,0.010433558,1.453279018,0.387649871,1.904723167,0.044179008,1.504501104,float64,0.956410256,0.884057971,0.777070064,0.827118644
Decision Tree,2.2,34,19,3900,3268,0.016499905,1.490072012,0.061845376,1.530622244,0.067185421,1.480570078,float64,0.964114833,0.87962963,0.848214286,0.863636364
Bagging Classifier,2.1,130,11,3900,8169,0.000581595,1.446453094,0.760803756,2.157858133,0.061216732,1.506909847,float64,0.967703349,0.920792079,0.830357143,0.873239437
AdaBoost,2.2,111,10,3900,817,0.038942406,1.472701073,0.216172746,1.709170818,0.056365934,1.508718014,float64,0.966507177,0.903846154,0.839285714,0.87037037
Random Forest,2.2,91,26,3900,817,0.025912186,1.455343008,0.506939508,2.018588305,0.085516494,1.522417068,float64,0.975478469,0.989304813,0.825892857,0.900243309
Decision Tree,2.1,29,28,389,8169,0.010010087,1.437440157,0.013386766,1.446415186,0.016975654,1.444767952,float64,0.904761905,0.705882353,0.52173913,0.6
SVM,2.2,11,15,3900,817,0.025326659,1.485222816,0.3120437,1.717893839,0.115627209,1.581184149,float64,0.828349282,0.431965443,0.892857143,0.58224163
KNN,2.1,63,10,2730,8169,0.009315414,1.43006897,0.006498235,1.477201939,0.189995409,1.607796907,float64,0.913675214,0.712121212,0.598726115,0.650519031
AdaBoost,2.1,109,16,389,8169,0.006619408,1.448457956,0.128476153,1.579792738,0.021472194,1.472054005,float64,0.958333333,0.9,0.782608696,0.837209302
AdaBoost,2.1,104,26,2340,8169,0.009999993,1.44877696,0.42696744,1.960261822,0.043191929,1.478574038,float64,0.953140578,0.865546218,0.768656716,0.814229249
KNN,2.1,66,27,1559,8169,0.007271577,1.483690977,0.005566371,1.455659866,0,1.52541995,float64,0.917787743,0.733333333,0.611111111,0.666666667
KNN,2.1,65,13,1950,8169,0.010441953,1.447985172,0.00653767,1.445532799,0.10054913,1.550000191,float64,0.898325359,0.658823529,0.5,0.568527919
Bagging Classifier,2.1,125,29,1950,8169,0.027297468,1.475287199,0.289384243,1.746864796,0.034271462,1.483690977,float64,0.95215311,0.891304348,0.732142857,0.803921569
KNN,2.2,76,18,3900,4901,0.026781714,1.469358921,0.013840201,1.469174147,0.250972782,1.739432812,float64,0.879784689,1,0.102678571,0.186234818
AdaBoost,2.1,108,17,779,8169,0.009722508,1.430922985,0.201069846,1.605757952,0.03478813,1.461135864,float64,0.970149254,0.906976744,0.866666667,0.886363636
SVM,2.2,17,0,3900,5718,0.016310467,1.470457792,0.349568664,2.00741291,0.307786228,1.69228816,float64,0.828349282,0.431965443,0.892857143,0.58224163
Decision Tree,2.1,29,26,389,8169,0.00692529,1.455756187,0.009739189,1.449496746,0.009971027,1.472220182,float64,0.892857143,0.619047619,0.565217391,0.590909091
Random Forest,2.1,87,5,1169,8169,0.009573042,1.465370893,0.411901188,1.885394335,0.039885061,1.479339123,float64,0.948207171,1,0.611940299,0.759259259
Decision Tree,2.1,27,11,1169,8169,0.010776414,1.439078331,0.030810754,1.476150036,0.019981627,1.446460009,float64,0.954183267,0.84375,0.805970149,0.824427481
Random Forest,2.1,87,11,1169,8169,0.009725334,1.457738876,0.475443112,1.87008214,0.037733958,1.485133648,float64,0.958167331,1,0.686567164,0.814159292
Random Forest,2.1,90,11,3900,8169,0.00073027,1.454797029,1.24949121,3.388174057,0.101838267,1.536940098,float64,0.979066986,0.994764398,0.848214286,0.915662651
Decision Tree,2.1,21,3,3509,8169,0.011061479,1.450141907,0.086087674,1.548563957,0.064587192,1.495966911,float64,0.957475083,0.867021277,0.806930693,0.835897436
Random Forest,2.2,100,12,3900,8169,0.000873506,1.441890955,1.301062818,3.425379038,0.095249837,1.558762074,float64,0.9784689,0.989583333,0.848214286,0.913461538
AdaBoost,2.1,108,19,779,8169,0.006826248,1.451131821,0.152217362,1.614760876,0.029181393,1.47427392,float64,0.970149254,0.906976744,0.866666667,0.886363636
KNN,2.1,69,3,389,8169,0.006616784,1.47561717,0.006926999,1.436870098,0.097469891,1.427959919,float64,0.857142857,0.461538462,0.260869565,0.333333333
Decision Tree,2.1,28,20,779,8169,0.010318108,1.458917141,0.019751563,1.476404905,0.016365311,1.437798977,float64,0.958208955,0.918918919,0.755555556,0.829268293
Bagging Classifier,2.2,135,25,3900,4084,0.025421644,1.447085142,0.427776447,1.987770319,0.062079679,1.50451827,float64,0.965311005,0.915,0.816964286,0.863207547
Random Forest,2.1,89,16,389,8169,0.008441393,1.456864119,0.118350419,1.608778954,0.027267635,1.46676302,float64,0.922619048,1,0.434782609,0.606060606
Bagging Classifier,2.1,122,22,3119,8169,0.009754984,1.474261999,0.444447593,1.976335049,0.041308677,1.492846966,float64,0.957399103,0.901960784,0.766666667,0.828828829
KNN,2.1,67,27,1169,8169,0.008238827,1.443691969,0.005094454,1.459445953,0.044048981,1.474557877,float64,0.916334661,0.727272727,0.597014925,0.655737705
Decision Tree,2.1,21,10,3509,8169,0.011198814,1.453984022,0.09956609,1.560290813,0.05177033,1.527980089,float64,0.951495017,0.837696335,0.792079208,0.814249364
Decision Tree,2.2,31,20,3900,817,0,1.445818186,0.035134165,1.507061005,0.041821829,1.505049944,float64,0.956937799,0.848623853,0.825892857,0.837104072
Random Forest,2.1,81,24,3509,8169,0.010396139,1.458355904,1.112194569,3.06871295,0.078078783,1.538728952,float64,0.972757475,1,0.797029703,0.887052342
Decision Tree,2.1,30,7,3900,8169,0.000611463,1.44042182,0.111368826,1.577102184,0.063567141,1.514741898,float64,0.964712919,0.876712329,0.857142857,0.866817156
Decision Tree,2.2,39,16,3900,7352,0.027240039,1.432606936,0.116381558,1.570842981,0.055115498,1.534157038,float64,0.962320574,0.870967742,0.84375,0.857142857
Bagging Classifier,2.2,132,14,3900,1633,0.026733277,1.470119953,0.226134368,1.702278852,0.074633683,1.517166853,float64,0.965311005,0.915,0.816964286,0.863207547
Bagging Classifier,2.2,132,13,3900,1633,0.017339806,1.453079939,0.216891699,1.692636013,0.066343204,1.493786097,float64,0.965311005,0.899038462,0.834821429,0.865740741
KNN,2.1,67,24,1169,8169,0.010133884,1.446400881,0.005100304,1.459220886,0.048806693,1.494256973,float64,0.916334661,0.727272727,0.597014925,0.655737705
AdaBoost,2.1,101,13,3509,8169,0.010944485,1.455099821,0.673675244,2.277924776,0.066580439,1.507065773,float64,0.955481728,0.860962567,0.797029703,0.827763496
AdaBoost,2.2,112,3,3900,1633,0.024724305,1.46254015,0.367360943,1.777145863,0.080879218,1.511272907,float64,0.969497608,0.909952607,0.857142857,0.882758621
AdaBoost,2.2,118,25,3900,6535,0.024096878,1.461669922,0.643210353,2.211760759,0.070831782,1.516777039,float64,0.968301435,0.913043478,0.84375,0.877030162
AdaBoost,2.2,114,25,3900,3268,0.016439106,1.473333836,0.570134919,1.880653143,0.083065485,1.514631033,float64,0.967703349,0.908653846,0.84375,0.875
AdaBoost,2.2,120,21,3900,8169,0.000910464,1.440140963,0.759795409,2.519343853,0.077495083,1.515332937,float64,0.968899522,0.913461538,0.848214286,0.87962963
Decision Tree,2.2,39,12,3900,7352,0.031317296,1.461579084,0.220709426,1.585253954,0.057011279,1.511394024,float64,0.962320574,0.860986547,0.857142857,0.859060403
Random Forest,2.2,100,21,3900,8169,0.000825552,1.442847967,2.016483325,3.399305105,0.073714339,1.555550098,float64,0.977272727,0.989473684,0.839285714,0.90821256
SVM,2.1,1,7,3509,8169,0.010282643,1.444673061,0.369084176,1.947483778,0.155017943,1.653578997,float64,0.804651163,0.398678414,0.896039604,0.551829268
Random Forest,2.1,84,16,2340,8169,0.010789533,1.471651077,0.661784366,2.431899071,0.062962495,1.520063162,float64,0.962113659,0.989795918,0.723880597,0.836206897
KNN,2.2,77,20,3900,5718,0.015686968,1.47121191,0.017614058,1.458719015,0.309223302,1.725877047,float64,0.88576555,1,0.147321429,0.256809339
SVM,2.2,14,8,3900,3268,0.025147557,1.46212101,0.321581053,1.950556755,0.304741545,1.641647816,float64,0.828349282,0.431965443,0.892857143,0.58224163
Bagging Classifier,2.2,134,29,3900,3268,0.027039516,1.453652143,0.380694407,1.897769928,0.060197988,1.525303841,float64,0.964114833,0.905940594,0.816964286,0.85915493
SVM,2.2,20,18,3900,8169,0.000801292,1.434825897,0.543027251,2.10645628,0.315809661,1.700116873,float64,0.828349282,0.431965443,0.892857143,0.58224163
SVM,2.1,7,28,1169,8169,0.010357236,1.442559004,0.120158848,1.492989779,0.074245117,1.495698214,float64,0.832669323,0.437956204,0.895522388,0.588235294
AdaBoost,2.2,119,12,3900,7352,0.016816777,1.473624945,0.936801712,2.256829977,0.080630814,1.514319897,float64,0.968899522,0.913461538,0.848214286,0.87962963
Decision Tree,2.2,34,3,3900,3268,0.016670933,1.472636938,0.104128675,1.534860134,0.063949542,1.486277819,float64,0.964114833,0.872727273,0.857142857,0.864864865
KNN,2.2,73,10,3900,2451,0.016795158,1.475388765,0.009346998,1.4379251,0.256371801,1.741431952,float64,0.86722488,1,0.008928571,0.017699115
KNN,2.1,70,3,3900,8169,0.000761568,1.445413828,0.007609906,1.444561243,0.247141381,1.749876976,float64,0.93361244,0.792746114,0.683035714,0.73381295
Bagging Classifier,2.2,131,11,3900,817,0.025458362,1.470899105,0.159278132,1.678263187,0.070658984,1.502494097,float64,0.965311005,0.902912621,0.830357143,0.865116279
Bagging Classifier,2.2,139,24,3900,7352,0.017242144,1.468023062,0.795056156,2.149113178,0.049778718,1.498558998,float64,0.967105263,0.92039801,0.825892857,0.870588235
SVM,2.1,2,4,3119,8169,0.010219276,1.451092958,0.351897646,1.856813669,0.152795536,1.625502825,float64,0.835575486,0.445054945,0.9,0.595588235
Random Forest,2.2,100,11,3900,8169,0.000824398,1.437678814,1.418321701,3.334782124,0.094747849,1.555143356,float64,0.977272727,0.989473684,0.839285714,0.90821256
KNN,2.1,70,9,3900,8169,0.000635041,1.423531055,0.010881793,1.463063955,0.266543071,1.751753092,float64,0.93361244,0.792746114,0.683035714,0.73381295
AdaBoost,2.2,120,26,3900,8169,0.000823786,1.438146114,0.825431905,2.397701979,0.072134476,1.512873888,float64,0.968301435,0.913043478,0.84375,0.877030162
AdaBoost,2.2,116,2,3900,4901,0.01657812,1.476078033,0.416440175,2.019558191,0.064346003,1.522281885,float64,0.969497608,0.913875598,0.852678571,0.88221709
Random Forest,2.2,100,15,3900,8169,0.000774011,1.475978851,1.372119295,3.467688322,0.253001063,1.539335966,float64,0.975478469,0.989304813,0.825892857,0.900243309
Decision Tree,2.2,32,8,3900,1633,0.074856085,1.428529739,0.408410014,1.450670004,0.086749653,1.508699179,float64,0.961124402,0.866359447,0.839285714,0.85260771
Decision Tree,2.1,30,1,3900,8169,0.001868542,1.426492214,0.093238103,1.572544813,0.056531262,1.506182909,float64,0.966507177,0.888888889,0.857142857,0.872727273
KNN,2.1,69,14,389,8169,0.00629911,1.429347038,0.002750187,1.459420919,0.022391132,1.452929974,float64,0.857142857,0.461538462,0.260869565,0.333333333
Decision Tree,2.1,27,16,1169,8169,0.009926116,1.464619875,0.02692556,1.49332118,0.022232723,1.46508503,float64,0.952191235,0.841269841,0.791044776,0.815384615
AdaBoost,2.2,113,23,3900,2451,0.026515523,1.443470001,0.40532094,1.898069859,0.0513196,1.517691851,float64,0.967703349,0.908653846,0.84375,0.875
SVM,2.1,1,12,3509,8169,0.010487206,1.448220968,0.462771141,1.941862106,0.185878774,1.655220985,float64,0.804651163,0.398678414,0.896039604,0.551829268
Random Forest,2.2,99,21,3900,7352,0.024811041,1.478490829,3.416945425,3.36771822,0.12091856,1.546540022,float64,0.9784689,1,0.839285714,0.912621359
AdaBoost,2.2,120,23,3900,8169,0.000823283,1.445783854,0.644902025,2.40038991,0.082408512,1.518995047,float64,0.968301435,0.913043478,0.84375,0.877030162
Bagging Classifier,2.1,123,6,2730,8169,0,1.466197968,0.362273041,1.867208004,0.041487865,1.492475748,float64,0.960683761,0.911111111,0.78343949,0.842465753
Decision Tree,2.1,29,2,389,8169,0.006444186,1.43749094,0.007749605,1.469828129,0.011870127,1.4521873,float64,0.898809524,0.6875,0.47826087,0.564102564
AdaBoost,2.2,112,29,3900,1633,0.027121262,1.448699236,0.297951321,1.785393953,0.068968641,1.513190031,float64,0.970095694,0.910377358,0.861607143,0.885321101
Decision Tree,2.2,32,22,3900,1633,0.039751223,1.46107626,0.057536208,1.519016027,0.060588825,1.508747816,float64,0.964114833,0.87962963,0.848214286,0.863636364
SVM,2.2,15,8,3900,4084,0.025948351,1.463041067,0.468697962,1.967359066,0.155529354,1.67501688,float64,0.828349282,0.431965443,0.892857143,0.58224163
Random Forest,2.2,91,27,3900,817,0.025164303,1.463313818,0.478048865,2.047976971,0.063689043,1.533020973,float64,0.976674641,0.989417989,0.834821429,0.905569007
Random Forest,2.2,98,24,3900,6535,0.025708067,1.434734821,0,3.23522687,0.095580285,1.547500134,float64,0.974880383,0.973958333,0.834821429,0.899038462
Decision Tree,2.2,31,26,3900,817,0.028284387,1.489262104,0.056426053,1.48604393,0.044844343,1.483426094,float64,0.95992823,0.85520362,0.84375,0.849438202
SVM,2.1,5,19,1950,8169,0.010213366,1.434048891,0.132969807,1.579118967,0.081541016,1.521538258,float64,0.820574163,0.416666667,0.848214286,0.558823529
Random Forest,2.1,81,25,3509,8169,0.010541949,1.462869883,1.203215333,3.154657841,0.0800831,1.53093791,float64,0.971428571,0.99378882,0.792079208,0.8815427
